bug_name,key,total # of functions,# of functions with same highest Binary score,Binary score of highest rank,rank of buggy function (Binary),Binary score of buggy function,rank of buggy function among functions executed by failing tcs (Binary),# of functions with same highest GP13 score,GP13 score of highest rank,rank of buggy function (GP13),GP13 score of buggy function,rank of buggy function among functions executed by failing tcs (GP13),# of functions with same highest Jaccard score,Jaccard score of highest rank,rank of buggy function (Jaccard),Jaccard score of buggy function,rank of buggy function among functions executed by failing tcs (Jaccard),# of functions with same highest Naish1 score,Naish1 score of highest rank,rank of buggy function (Naish1),Naish1 score of buggy function,rank of buggy function among functions executed by failing tcs (Naish1),# of functions with same highest Naish2 score,Naish2 score of highest rank,rank of buggy function (Naish2),Naish2 score of buggy function,rank of buggy function among functions executed by failing tcs (Naish2),# of functions with same highest Ochiai score,Ochiai score of highest rank,rank of buggy function (Ochiai),Ochiai score of buggy function,rank of buggy function among functions executed by failing tcs (Ochiai),# of functions with same highest Russel+Rao score,Russel+Rao score of highest rank,rank of buggy function (Russel+Rao),Russel+Rao score of buggy function,rank of buggy function among functions executed by failing tcs (Russel+Rao),# of functions with same highest Wong1 score,Wong1 score of highest rank,rank of buggy function (Wong1),Wong1 score of buggy function,rank of buggy function among functions executed by failing tcs (Wong1)
umatrix.MUT81.cpp,"opencv_core/modules/core/src/umatrix.cpp#UMat::UMat(int _dims, const int * _sz, int _type, enum cv::UMatUsageFlags _usageFlags)#293",915,92,1,92,1,92,2,17.0,2,17.0,2,2,1.0,2,1.0,2,2,5093,2,5093,2,2,16.0,2,16.0,2,2,1.0,2,1.0,2,92,0.003131728322568,92,0.003131728322568,92,92,16,92,16,92
matrix_expressions.MUT252.cpp,"opencv_core/modules/core/src/matrix_expressions.cpp#operator>(const class cv::Mat & a, const class cv::Mat & b)#1069",915,92,1,92,1,92,10,2.0,10,2.0,10,10,1.0,10,1.0,10,10,5133,10,5133,10,10,1.0,10,1.0,10,10,1.0,10,1.0,10,92,0.0001947798987144,92,0.0001947798987144,92,92,1,92,1,92
persistence_types.MUT51.cpp,"opencv_core/modules/core/src/persistence_types.cpp#write(class cv::FileStorage & fs, const cv::String & name, const class cv::SparseMat & m)#105",915,129,1,129,1,129,6,2.0,6,2.0,6,6,1.0,6,1.0,6,6,5133,6,5133,6,6,1.0,6,1.0,6,6,1.0,6,1.0,6,129,0.0001947798987144,129,0.0001947798987144,129,129,1,129,1,129
matrix.MUT537.cpp,"opencv_core/modules/core/src/matrix.cpp#Mat::checkVector(int _elemChannels, int _depth, _Bool _requireContinuous)#1285",915,238,1,238,1,238,85,2.0,85,2.0,85,85,1.0,85,1.0,85,85,5133,85,5133,85,85,1.0,85,1.0,85,85,1.0,85,1.0,85,238,0.0001947798987144,238,0.0001947798987144,238,238,1,238,1,238
persistence_xml.MUT52.cpp,"opencv_core/modules/core/src/persistence_xml.cpp#XMLEmitter::startWriteStruct(const struct cv::FStructData & parent, const char * key, int struct_flags, const char * type_name)#131",915,207,1,207,1,207,5,2.0,5,2.0,5,5,1.0,5,1.0,5,5,5118,5,5118,5,5,1.0,5,1.0,5,5,1.0,5,1.0,5,207,0.0001953506544246,207,0.0001953506544246,207,207,1,207,1,207
dxt.MUT109.cpp,"opencv_core/modules/core/src/dxt.cpp#DFTInit(int n0, int nf, const int * factors, int * itab, int elem_size, void * _wave, int inv_itab)#338",915,65,1,65,1,65,8,4.0,8,4.0,8,8,1.0,8,1.0,8,8,5130,8,5130,8,8,3.0,8,3.0,8,8,1.0,8,1.0,8,65,0.0005844535359438,65,0.0005844535359438,65,65,3,65,3,65
persistence_yml.MUT196.cpp,"opencv_core/modules/core/src/persistence_yml.cpp#YAMLParser::parseValue(char * ptr, class cv::FileNode & node, int min_indent, _Bool is_parent_flow)#458",915,62,1,62,1,62,1,5.0,1,5.0,1,1,1.0,1,1.0,1,1,5126,1,5126,1,1,4.0,1,4.0,1,1,1.0,1,1.0,1,62,0.0007797270955165,62,0.0007797270955165,62,62,4,62,4,62
umatrix.MUT423.cpp,"opencv_core/modules/core/src/umatrix.cpp#UMat::reshape(int _cn, int _newndims, const int * _newsz)#1058",915,47,1,47,1,47,1,3.0,1,3.0,1,1,1.0,1,1.0,1,1,5132,1,5132,1,1,2.0,1,2.0,1,1,1.0,1,1.0,1,47,0.0003895597974289,47,0.0003895597974289,47,47,2,47,2,47
matrix_iterator.MUT116.cpp,"opencv_core/modules/core/src/matrix_iterator.cpp#MatConstIterator::seek(ptrdiff_t ofs, _Bool relative)#238",915,37,1,37,1,37,2,8.0,2,8.0,2,2,1.0,2,1.0,2,2,5092,2,5092,2,2,7.0,2,7.0,2,2,1.0,2,1.0,2,37,0.0013728181996469,37,0.0013728181996469,37,37,7,37,7,37
persistence.MUT1218.cpp,"opencv_core/modules/core/src/persistence.cpp#FileNodeIterator::readRaw(const cv::String & fmt, void * _data0, size_t maxsz)#2581",915,76,1,76,1,76,1,19.0,1,19.0,1,1,1.0,1,1.0,1,1,5113,1,5113,1,1,18.0,1,18.0,1,1,1.0,1,1.0,1,76,0.0035080880919898,76,0.0035080880919898,76,76,18,76,18,76
matrix.MUT280.cpp,"opencv_core/modules/core/src/matrix.cpp#Mat::create(int d, const int * _sizes, int _type)#699",915,34,1,34,1,34,1,17.0,1,17.0,1,1,1.0,1,1.0,1,1,1048,1,1048,1,1,16.0,1,16.0,1,1,1.0,1,1.0,1,34,0.0150375939849624,34,0.0150375939849624,34,34,16,34,16,34
matrix_expressions.MUT494.cpp,"opencv_core/modules/core/src/matrix_expressions.cpp#Mat::eye(cv::Size size, int type)#1814",915,183,1,183,1,183,67,2.0,67,2.0,67,67,1.0,67,1.0,67,67,5133,67,5133,67,67,1.0,67,1.0,67,67,1.0,67,1.0,67,183,0.0001947798987144,183,0.0001947798987144,183,183,1,183,1,183
dxt.MUT459.cpp,"opencv_core/modules/core/src/dxt.cpp#DFT(const struct cv::OcvDftOptions & c, const Complex<T> * src, Complex<T> * dst)#1101",915,68,1,68,1,68,11,3.0,11,3.0,11,11,1.0,11,1.0,11,11,5130,11,5130,11,11,2.0,11,2.0,11,11,1.0,11,1.0,11,68,0.000389711613406,68,0.000389711613406,68,68,2,68,2,68
dxt.MUT489.cpp,"opencv_core/modules/core/src/dxt.cpp#DFT(const struct cv::OcvDftOptions & c, const Complex<T> * src, Complex<T> * dst)#1151",915,67,1,67,1,67,10,4.0,10,4.0,10,10,1.0,10,1.0,10,10,5130,10,5130,10,10,3.0,10,3.0,10,10,1.0,10,1.0,10,67,0.0005844535359438,67,0.0005844535359438,67,67,3,67,3,67
persistence_yml.MUT191.cpp,"opencv_core/modules/core/src/persistence_yml.cpp#YAMLParser::parseValue(char * ptr, class cv::FileNode & node, int min_indent, _Bool is_parent_flow)#444",915,57,1,57,1,57,4,19.0,4,19.0,4,4,1.0,4,1.0,4,4,5115,4,5115,4,4,18.0,4,18.0,4,4,1.0,4,1.0,4,57,0.0035067212156633,57,0.0035067212156633,57,57,18,57,18,57
dxt.MUT1003.cpp,"opencv_core/modules/core/src/dxt.cpp#OcvDftImpl::init(int _width, int _height, int _depth, int _src_channels, int _dst_channels, int flags, int _nonzero_rows)#2943",915,91,1,91,1,91,10,3.0,10,3.0,10,10,1.0,10,1.0,10,10,5132,10,5132,10,10,2.0,10,2.0,10,10,1.0,10,1.0,10,91,0.0003895597974289,91,0.0003895597974289,91,91,2,91,2,91
persistence_json.MUT18.cpp,opencv_core/modules/core/src/persistence_json.cpp#JSONEmitter::endWriteStruct(const struct cv::FStructData & current_struct)#58,915,207,1,207,1,207,8,2.0,8,2.0,8,8,1.0,8,1.0,8,8,5125,8,5125,8,8,1.0,8,1.0,8,8,1.0,8,1.0,8,207,0.000195083886071,207,0.000195083886071,207,207,1,207,1,207
matrix_iterator.MUT178.cpp,opencv_core/modules/core/src/matrix_iterator.cpp#SparseMatConstIterator::operator++()#347,915,94,1,94,1,94,11,2.0,11,2.0,11,11,1.0,11,1.0,11,11,5131,11,5131,11,11,1.0,11,1.0,11,11,1.0,11,1.0,11,94,0.000194855806703,94,0.000194855806703,94,94,1,94,1,94
dxt.MUT734.cpp,"opencv_core/modules/core/src/dxt.cpp#CopyTo2Columns(const uchar * _src0, const uchar * _src1, uchar * _dst, size_t dst_step, int len, size_t elem_size)#1613",915,95,1,95,1,95,11,3.0,11,3.0,11,11,1.0,11,1.0,11,11,5132,11,5132,11,11,2.0,11,2.0,11,11,1.0,11,1.0,11,95,0.0003895597974289,95,0.0003895597974289,95,95,2,95,2,95
persistence_yml.MUT180.cpp,"opencv_core/modules/core/src/persistence_yml.cpp#YAMLParser::parseKey(char * ptr, class cv::FileNode & map_node, class cv::FileNode & value_placeholder)#422",915,59,1,59,1,59,5,19.0,5,19.0,5,5,1.0,5,1.0,5,5,5115,5,5115,5,5,18.0,5,18.0,5,5,1.0,5,1.0,5,59,0.0035067212156633,59,0.0035067212156633,59,59,18,59,18,59
persistence.MUT1194.cpp,opencv_core/modules/core/src/persistence.cpp#FileNodeIterator::operator++()#2529,915,62,1,62,1,62,12,40.0,12,40.0,12,12,1.0,12,1.0,12,12,5095,12,5095,12,12,39.0,12,39.0,12,12,1.0,12,1.0,12,62,0.0075964160498636,62,0.0075964160498636,62,62,39,62,39,62
matrix.MUT55.cpp,"opencv_core/modules/core/src/matrix.cpp#StdMatAllocator::allocate(int dims, const int * sizes, int type, void * data0, size_t * step, enum cv::AccessFlag , enum cv::UMatUsageFlags )#147",915,174,1,174,1,174,124,2.0,124,2.0,124,124,1.0,124,1.0,124,124,1040,124,1040,124,124,1.0,124,1.0,124,124,1.0,124,1.0,124,174,0.0009606147934678,174,0.0009606147934678,174,174,1,174,1,174
umatrix.MUT298.cpp,"opencv_core/modules/core/src/umatrix.cpp#UMat::UMat(const class cv::UMat & m, const class cv::Range & _rowRange, const class cv::Range & _colRange)#778",915,94,1,94,1,94,1,15.0,1,15.0,1,1,1.0,1,1.0,1,1,5107,1,5107,1,1,14.0,1,14.0,1,1,1.0,1,1.0,1,94,0.0027338410466705,94,0.0027338410466705,94,94,14,94,14,94
matrix_expressions.MUT206.cpp,"opencv_core/modules/core/src/matrix_expressions.cpp#operator*(const class cv::MatExpr & e, double s)#867",915,144,1,144,1,144,45,2.0,45,2.0,45,45,1.0,45,1.0,45,45,5133,45,5133,45,45,1.0,45,1.0,45,45,1.0,45,1.0,45,144,0.0001947798987144,144,0.0001947798987144,144,144,1,144,1,144
dxt.MUT97.cpp,"opencv_core/modules/core/src/dxt.cpp#DFTInit(int n0, int nf, const int * factors, int * itab, int elem_size, void * _wave, int inv_itab)#316",915,84,1,84,1,84,22,4.0,22,4.0,22,22,1.0,22,1.0,22,22,5131,22,5131,22,22,3.0,22,3.0,22,22,1.0,22,1.0,22,84,0.0005843396961433,84,0.0005843396961433,84,84,3,84,3,84
persistence_types.MUT47.cpp,"opencv_core/modules/core/src/persistence_types.cpp#write(class cv::FileStorage & fs, const cv::String & name, const class cv::SparseMat & m)#99",915,240,1,240,1,240,25,2.0,25,2.0,25,25,1.0,25,1.0,25,25,5133,25,5133,25,25,1.0,25,1.0,25,25,1.0,25,1.0,25,240,0.0001947798987144,240,0.0001947798987144,240,240,1,240,1,240
matrix_decomp.MUT116.cpp,"opencv_core/modules/core/src/matrix_decomp.cpp#QRImpl(_Tp * A, size_t astep, int m, int n, int k, _Tp * b, size_t bstep, _Tp * hFactors, _Tp eps)#246",915,46,1,46,1,46,2,4.0,2,4.0,2,2,1.0,2,1.0,2,2,5131,2,5131,2,2,3.0,2,3.0,2,2,1.0,2,1.0,2,46,0.0005843396961433,46,0.0005843396961433,46,46,3,46,3,46
dxt.MUT772.cpp,"opencv_core/modules/core/src/dxt.cpp#RealDFT_64f(const struct cv::OcvDftOptions & c, const double * src, double * dst)#1693",915,88,1,88,1,88,24,3.0,24,3.0,24,24,1.0,24,1.0,24,24,5131,24,5131,24,24,2.0,24,2.0,24,24,1.0,24,1.0,24,88,0.0003896356906292,88,0.0003896356906292,88,88,2,88,2,88
persistence_xml.MUT60.cpp,"opencv_core/modules/core/src/persistence_xml.cpp#XMLEmitter::write(const char * key, const char * str, _Bool quote)#163",915,104,1,104,1,104,1,11.0,1,11.0,1,1,1.0,1,1.0,1,1,5123,1,5123,1,1,10.0,1,10.0,1,1,1.0,1,1.0,1,104,0.0019481784531463,104,0.0019481784531463,104,104,10,104,10,104
persistence.MUT598.cpp,opencv_core/modules/core/src/persistence.cpp#Impl::switch_to_Base64_state(class FileStorage_API::Base64State new_state)#1223,915,81,1,81,1,81,3,3.0,3,3.0,3,3,1.0,3,1.0,3,3,5108,3,5108,3,3,2.0,3,2.0,3,3,1.0,3,1.0,3,81,0.0003913894324853,81,0.0003913894324853,81,81,2,81,2,81
matrix.MUT452.cpp,"opencv_core/modules/core/src/matrix.cpp#Mat::locateROI(cv::Size & wholeSize, cv::Point & ofs)#1101",915,47,1,47,1,47,1,71.0,1,71.0,1,1,1.0,1,1.0,1,1,4919,1,4919,1,1,70.0,1,70.0,1,1,1.0,1,1.0,1,47,0.0140308679094006,47,0.0140308679094006,47,47,70,47,70,47
persistence.MUT699.cpp,"opencv_core/modules/core/src/persistence.cpp#Impl::reserveNodeSpace(class cv::FileNode & node, size_t sz)#1468",915,53,1,53,1,53,18,39.0,18,39.0,18,18,1.0,18,1.0,18,18,5094,18,5094,18,18,38.0,18,38.0,18,18,1.0,18,1.0,18,53,0.0074045206547155,53,0.0074045206547155,53,53,38,53,38,53
persistence.MUT1046.cpp,opencv_core/modules/core/src/persistence.cpp#FileNode::isCollection(int flags)#2233,915,44,1,44,1,44,6,27.0,6,27.0,6,6,1.0,6,1.0,6,6,5094,6,5094,6,6,26.0,6,26.0,6,6,1.0,6,1.0,6,44,0.005078125,44,0.005078125,44,44,26,44,26,44
dxt.MUT1474.cpp,"opencv_core/modules/core/src/dxt.cpp#OcvDctImpl::apply(const uchar * src, size_t src_step, uchar * dst, size_t dst_step)#4349",915,80,1,80,1,80,12,2.0,12,2.0,12,12,1.0,12,1.0,12,12,5133,12,5133,12,12,1.0,12,1.0,12,12,1.0,12,1.0,12,80,0.0001947798987144,80,0.0001947798987144,80,80,1,80,1,80
persistence_types.MUT55.cpp,"opencv_core/modules/core/src/persistence_types.cpp#write(class cv::FileStorage & fs, const cv::String & name, const class cv::SparseMat & m)#110",915,206,1,206,1,206,13,2.0,13,2.0,13,13,1.0,13,1.0,13,13,5133,13,5133,13,13,1.0,13,1.0,13,13,1.0,13,1.0,13,206,0.0001947798987144,206,0.0001947798987144,206,206,1,206,1,206
matrix_expressions.MUT177.cpp,"opencv_core/modules/core/src/matrix_expressions.cpp#operator+(const class cv::Mat & m, const class cv::MatExpr & e)#724",915,149,1,149,1,149,48,2.0,48,2.0,48,48,1.0,48,1.0,48,48,5132,48,5132,48,48,1.0,48,1.0,48,48,1.0,48,1.0,48,149,0.0001948178453146,149,0.0001948178453146,149,149,1,149,1,149
umatrix.MUT2.cpp,opencv_core/modules/core/src/umatrix.cpp#UMatData::UMatData(const class cv::MatAllocator * allocator)#62,915,36,1,36,1,36,7,17.0,7,17.0,7,7,1.0,7,1.0,7,7,1040,7,1040,7,7,16.0,7,16.0,7,7,1.0,7,1.0,7,36,0.0151515151515151,36,0.0151515151515151,36,36,16,36,16,36
persistence_json.MUT187.cpp,"opencv_core/modules/core/src/persistence_json.cpp#JSONParser::parseKey(char * ptr, class cv::FileNode & collection, class cv::FileNode & value_placeholder)#409",915,60,1,60,1,60,3,13.0,3,13.0,3,3,1.0,3,1.0,3,3,5122,3,5122,3,3,12.0,3,12.0,3,3,1.0,3,1.0,3,60,0.0023373587845734,60,0.0023373587845734,60,60,12,60,12,60
persistence.MUT1234.cpp,"opencv_core/modules/core/src/persistence.cpp#FileNodeIterator::readRaw(const cv::String & fmt, void * _data0, size_t maxsz)#2599",915,265,1,265,1,265,29,2.0,29,2.0,29,29,1.0,29,1.0,29,29,5133,29,5133,29,29,1.0,29,1.0,29,29,1.0,29,1.0,29,265,0.0001947798987144,265,0.0001947798987144,265,265,1,265,1,265
persistence.MUT389.cpp,opencv_core/modules/core/src/persistence.cpp#Impl::gets(size_t maxCount)#815,915,36,1,36,1,36,2,26.0,2,26.0,2,2,1.0,2,1.0,2,2,5109,2,5109,2,2,25.0,2,25.0,2,2,1.0,2,1.0,2,36,0.0048694974678613,36,0.0048694974678613,36,36,25,36,25,36
mean.dispatch.MUT82.cpp,"opencv_core/modules/core/src/mean.dispatch.cpp#meanStdDev(cv::InputArray _src, cv::OutputArray _mean, cv::OutputArray _sdv, cv::InputArray _mask)#627",915,56,1,56,1,56,2,2.0,2,2.0,2,2,1.0,2,1.0,2,2,5133,2,5133,2,2,1.0,2,1.0,2,2,1.0,2,1.0,2,56,0.0001947798987144,56,0.0001947798987144,56,56,1,56,1,56
dxt.MUT650.cpp,"opencv_core/modules/core/src/dxt.cpp#CCSIDFT(const struct cv::OcvDftOptions & c, const T * src, T * dst)#1455",915,68,1,68,1,68,2,3.0,2,3.0,2,2,1.0,2,1.0,2,2,5132,2,5132,2,2,2.0,2,2.0,2,2,1.0,2,1.0,2,68,0.0003895597974289,68,0.0003895597974289,68,68,2,68,2,68
dxt.MUT851.cpp,"opencv_core/modules/core/src/dxt.cpp#ippi_DFT_R_32F(const uchar * src, size_t src_step, uchar * dst, size_t dst_step, int width, int height, _Bool inv, int norm_flag)#1989",915,112,1,112,1,112,20,2.0,20,2.0,20,20,1.0,20,1.0,20,20,5133,20,5133,20,20,1.0,20,1.0,20,20,1.0,20,1.0,20,112,0.0001947798987144,112,0.0001947798987144,112,112,1,112,1,112
dxt.MUT542.cpp,"opencv_core/modules/core/src/dxt.cpp#RealDFT(const struct cv::OcvDftOptions & c, const T * src, T * dst)#1262",915,65,1,65,1,65,8,4.0,8,4.0,8,8,1.0,8,1.0,8,8,5130,8,5130,8,8,3.0,8,3.0,8,8,1.0,8,1.0,8,65,0.0005844535359438,65,0.0005844535359438,65,65,3,65,3,65
downhill_simplex.MUT134.cpp,"opencv_core/modules/core/src/downhill_simplex.cpp#DownhillSolverImpl::replacePoint(class cv::Mat & p, class cv::Mat & coord_sum, class cv::Mat & y, int ihi, double alpha_, double ytry)#446",915,74,1,74,1,74,13,2.0,13,2.0,13,13,1.0,13,1.0,13,13,5133,13,5133,13,13,1.0,13,1.0,13,13,1.0,13,1.0,13,74,0.0001947798987144,74,0.0001947798987144,74,74,1,74,1,74
matrix_iterator.MUT171.cpp,opencv_core/modules/core/src/matrix_iterator.cpp#SparseMatConstIterator::operator++()#336,915,104,1,104,1,104,19,2.0,19,2.0,19,19,1.0,19,1.0,19,19,5131,19,5131,19,19,1.0,19,1.0,19,19,1.0,19,1.0,19,104,0.000194855806703,104,0.000194855806703,104,104,1,104,1,104
dxt.MUT1123.cpp,"opencv_core/modules/core/src/dxt.cpp#OcvDftImpl::colDft(const uchar * src_data, size_t src_step, uchar * dst_data, size_t dst_step, int stage_src_channels, int stage_dst_channels, _Bool isLastStage)#3184",915,95,1,95,1,95,11,3.0,11,3.0,11,11,1.0,11,1.0,11,11,5132,11,5132,11,11,2.0,11,2.0,11,11,1.0,11,1.0,11,95,0.0003895597974289,95,0.0003895597974289,95,95,2,95,2,95
persistence_types.MUT57.cpp,"opencv_core/modules/core/src/persistence_types.cpp#read(const class cv::FileNode & node, class cv::Mat & m, const class cv::Mat & default_mat)#118",915,88,1,88,1,88,1,20.0,1,20.0,1,1,1.0,1,1.0,1,1,5115,1,5115,1,1,19.0,1,19.0,1,1,1.0,1,1.0,1,88,0.0037008180755746,88,0.0037008180755746,88,88,19,88,19,88
dxt.MUT669.cpp,"opencv_core/modules/core/src/dxt.cpp#CCSIDFT(const struct cv::OcvDftOptions & c, const T * src, T * dst)#1490",915,68,1,68,1,68,2,3.0,2,3.0,2,2,1.0,2,1.0,2,2,5132,2,5132,2,2,2.0,2,2.0,2,2,1.0,2,1.0,2,68,0.0003895597974289,68,0.0003895597974289,68,68,2,68,2,68
persistence.MUT118.cpp,"opencv_core/modules/core/src/persistence.cpp#calcStructSize(const char * dt, int initial_size)#270",915,69,1,69,1,69,4,14.0,4,14.0,4,4,1.0,4,1.0,4,4,5112,4,5112,4,4,13.0,4,13.0,4,4,1.0,4,1.0,4,69,0.0025365853658536,69,0.0025365853658536,69,69,13,69,13,69
has_non_zero.dispatch.MUT3.cpp,opencv_core/modules/core/src/has_non_zero.dispatch.cpp#hasNonZero(cv::InputArray _src)#77,915,42,1,42,1,42,2,76.0,2,76.0,2,2,1.0,2,1.0,2,2,5059,2,5059,2,2,75.0,2,75.0,2,2,1.0,2,1.0,2,42,0.0146084924035839,42,0.0146084924035839,42,42,75,42,75,42
dxt.MUT752.cpp,"opencv_core/modules/core/src/dxt.cpp#ExpandCCS(uchar * _ptr, int n, int elem_size)#1647",915,111,1,111,1,111,18,2.0,18,2.0,18,18,1.0,18,1.0,18,18,5133,18,5133,18,18,1.0,18,1.0,18,18,1.0,18,1.0,18,111,0.0001947798987144,111,0.0001947798987144,111,111,1,111,1,111
